1	153331729	153336728	ENSG00000207321	RNU6-160P	1
1	148263633	148268632	ENSG00000199879	RNU1-120P	1
1	50582512	50587511	ENSG00000207194	RNU6-1026P	1
1	28481481	28486480	ENSG00000221216	RNU6ATAC27P	1
1	114692627	114697626	ENSG00000242769	RN7SL432P	-1
1	11847550	11852549	ENSG00000275915	NPPA-AS1_3	1
1	73744517	73749516	ENSG00000200601	RNA5SP50	-1
1	51719775	51724774	ENSG00000212624	SNORA26	-1
1	62078860	62083859	ENSG00000263908	MIR3116-1	1
1	32087008	32092007	ENSG00000266203	MIR5585	1
1	22010947	22015946	ENSG00000278124	RN7SL186P	1
1	85592357	85597356	ENSG00000199934	SNORD81	1
1	16661785	16666784	ENSG00000207513	RNU1-3	-1
1	28137737	28142736	ENSG00000253005	RNU6-176P	-1
1	248826444	248831443	ENSG00000264500	MIR3124	1
1	1167953	1172952	ENSG00000207607	MIR200A	1
1	54094968	54099967	ENSG00000279049	AL353898.2	-1
1	198854044	198859043	ENSG00000207759	MIR181A1	-1
1	116555024	116560023	ENSG00000264419	MIR548AC	-1
1	201733506	201738505	ENSG00000200942	RNU6-501P	1
1	52935018	52940017	ENSG00000266188	MIR5095	1
1	1291110	1296109	ENSG00000278073	MIR6726	-1
1	89015246	89020245	ENSG00000202385	Y_RNA	-1
1	144518860	144523859	ENSG00000275291	U1	-1
1	91824774	91829773	ENSG00000239794	RN7SL653P	-1
1	244954964	244959963	ENSG00000252073	RNU6-947P	1
1	229550023	229555022	ENSG00000201492	RNA5SP78	1
1	52928773	52933772	ENSG00000264834	MIR1273F	1
1	148522766	148527765	ENSG00000274210	U1	1
1	73186604	73191603	ENSG00000251825	RN7SKP19	-1
1	246184014	246189013	ENSG00000202184	RNU6-1283P	-1
1	22719599	22724598	ENSG00000265422	MIR4684	1
1	22858159	22863158	ENSG00000264014	MIR4253	-1
1	112371108	112376107	ENSG00000238761	snoU13	1
1	44778457	44783456	ENSG00000207421	SNORD38B	1
1	16539576	16544575	ENSG00000268991	FAM231B	1
1	232827017	232832016	ENSG00000206835	RNU1-74P	-1
1	78089807	78094806	ENSG00000202263	RNA5SP22	-1
1	224252004	224257003	ENSG00000221406	MIR320B2	-1
1	121003362	121008361	ENSG00000273516	U1	-1
1	204394775	204399774	ENSG00000237848	AL606489.2	1
1	204131967	204136966	ENSG00000261065	AL592146.2	1
1	203855000	203859999	ENSG00000058673	ZC3H11A	1
1	203162811	203167810	ENSG00000133055	MYBPH	-1
1	93273961	93278960	ENSG00000229567	AL139421.1	-1
1	93185740	93190739	ENSG00000237003	AC126124.2	-1
1	170455453	170460452	ENSG00000231407	AL354732.1	-1
1	207875972	207880971	ENSG00000174059	CD34	-1
1	201891452	201896451	ENSG00000163431	LMOD1	-1
1	48248645	48253644	ENSG00000117834	SLC5A9	1
1	110964650	110969649	ENSG00000273010	AL360270.3	1
1	110899929	110904928	ENSG00000143119	CD53	1
1	235970830	235975829	ENSG00000116962	NID1	-1
1	48104737	48109736	ENSG00000279096	AL356289.3	1
1	47550754	47555753	ENSG00000227883	ATP6V0E1P4	1
1	207795514	207800513	ENSG00000117335	CD46	1
1	29187873	29192872	ENSG00000116353	MECR	-1
1	56924210	56929209	ENSG00000021852	C8B	-1
1	151758384	151763383	ENSG00000249602	AL589765.4	-1
1	151794403	151799402	ENSG00000203288	TDRKH-AS1	1
1	156030301	156035300	ENSG00000160803	UBQLN4	-1
1	151761486	151766485	ENSG00000268288	AL589765.5	-1
1	235444923	235449922	ENSG00000162885	B3GALNT2	-1
1	46170486	46175485	ENSG00000250719	AL672043.1	-1
1	46048369	46053368	ENSG00000226957	AL358075.1	1
1	46035140	46040139	ENSG00000117461	PIK3R3	-1
1	92642048	92647047	ENSG00000229992	HMGB3P9	-1
1	110109720	110114719	ENSG00000258673	LINC01397	1
1	54164651	54169650	ENSG00000215883	CYB5RL	-1
1	54127686	54132685	ENSG00000256407	AL357673.1	-1
1	28648582	28653581	ENSG00000229388	LINC01715	1
1	54975950	54980949	ENSG00000233271	AL590440.1	-1
1	54992294	54997293	ENSG00000143001	TMEM61	1
1	54888002	54893001	ENSG00000242396	AC096536.3	1
1	244389976	244394975	ENSG00000225401	TGIF2P1	-1
1	244063820	244068819	ENSG00000229960	AL590483.1	-1
1	22531158	22536157	ENSG00000184677	ZBTB40	1
1	113756832	113761831	ENSG00000081019	RSBN1	-1
1	241916544	241921543	ENSG00000235990	RPL23AP20	1
1	232808408	232813407	ENSG00000212916	MAP10	1
1	22031224	22036223	ENSG00000218510	LINC00339	1
1	109728932	109733931	ENSG00000134202	GSTM3	-1
1	109775253	109780252	ENSG00000241720	AL158847.1	1
1	52988201	52993200	ENSG00000236360	AL445183.3	-1
1	168075844	168080843	ENSG00000143164	DCAF6	1
1	188700623	188705622	ENSG00000237283	AL691515.1	-1
1	188062298	188067297	ENSG00000150732	AL136372.1	-1
1	113691831	113696830	ENSG00000116793	PHTF1	-1
1	149849045	149854044	ENSG00000270276	HIST2H4B	-1
1	40615679	40620678	ENSG00000117016	RIMS3	-1
1	156694606	156699605	ENSG00000143320	CRABP2	-1
1	33200354	33205353	ENSG00000284721	AL662907.3	1
1	216086918	216091917	ENSG00000233620	AC093581.1	1
1	150280917	150285916	ENSG00000118292	C1orf54	1
1	52767194	52772193	ENSG00000228929	RPS13P2	-1
1	166149743	166154742	ENSG00000215952	MIR921	-1
1	145845587	145850586	ENSG00000278549	MIR6736	-1
1	237550040	237555039	ENSG00000252290	SNORA25	-1
1	223971146	223976145	ENSG00000212157	RNU6-1319P	-1
1	186306825	186311824	ENSG00000202025	RNU6-1240P	-1
1	3737104	3742103	ENSG00000276189	TP73-AS1	1
1	42991545	42996544	ENSG00000207256	RNU6-880P	1
1	193231794	193236793	ENSG00000276735	Metazoa_SRP	-1
1	55398621	55403620	ENSG00000252162	RNU6-830P	1
1	173791888	173796887	ENSG00000200674	RN7SKP160	1
1	39115940	39120939	ENSG00000206654	RNU6-608P	-1
1	182327175	182332174	ENSG00000206764	RNU6-152P	1
1	8328180	8333179	ENSG00000252254	Y_RNA	1
1	247196967	247201966	ENSG00000283881	MIR3916	-1
1	12167039	12172038	ENSG00000283789	MIR7846	1
1	153704386	153709385	ENSG00000242565	RN7SL372P	1
1	144265327	144270326	ENSG00000276442	5S_rRNA	1
1	234904489	234909488	ENSG00000239690	RN7SL668P	1
1	181834473	181839472	ENSG00000222397	RN7SKP229	-1
1	22266301	22271300	ENSG00000266564	MIR4418	1
1	155195273	155200272	ENSG00000284586	MIR92B	1
1	38089330	38094329	ENSG00000265596	MIR3659	1
1	89982713	89987712	ENSG00000252797	RN7SKP272	-1
1	53683749	53688748	ENSG00000239007	RNU7-95P	-1
1	247199570	247204569	ENSG00000252516	RNA5SP82	-1
